test_pass_rate,cyclomatic_complexity,num_functions,lines_of_code,runtime_ms,memory_usage_mb,num_failed_tests,num_warnings,lint_score,documentation_score,quality_label
0.7957962893885334,0.6741513864548951,10.0,164.0,217.15416796137328,171.38190819442812,1.0,8.0,0.6280228698483933,0.2168911130355769,needs_improvement
,,,,,,,,,,
,,,,,,,,,,
0.6012566391295915,5.386554779734102,7.0,217.0,48.830592557824964,28.49299061832839,2.0,1.0,0.885220974480336,0.10617250768209399,needs_improvement
0.9602002890154153,2.569097758271561,12.0,138.0,276.37917501787337,114.07533498547764,2.0,3.0,0.5853761717796658,0.3357498036979462,good
0.5709579665930622,11.983429077751232,5.0,66.0,521.7417643357227,11.475955645832123,3.0,0.0,0.6172858612449403,0.521826874701861,needs_improvement
0.8607410143940987,5.079595339268406,7.0,367.0,19.16330998448313,6.272740071388476,2.0,3.0,0.38168826699658676,0.2573627883955225,needs_improvement
0.6641156793587346,7.330366024387256,11.0,116.0,106.89515554818591,60.62042271463988,5.0,2.0,0.9396372586918542,0.7127741041059595,good
0.7256660469967509,2.2987813187187447,8.0,518.0,503.67556277722184,23.213670387459178,2.0,3.0,0.5534888641064877,0.17958084357265922,needs_improvement
0.878709207150594,16.09586444732828,11.0,886.0,45.326801739551385,19.113383276411692,4.0,4.0,0.6048267002492572,0.7282681230061003,good
0.925811606062598,8.586822202948003,6.0,545.0,542.8962183685,55.627535636838275,0.0,1.0,0.8782856084564322,0.8138776527716128,good
0.548064565409993,9.618978632550595,9.0,417.0,149.8132085823907,20.284559815920495,3.0,3.0,0.7972047384676733,0.6638043551271451,needs_improvement
0.7726722237419349,0.9448838730995657,7.0,117.0,21.048345106631775,42.496853764978084,1.0,3.0,0.7799181132351019,0.30521992424165306,good
0.7717819684851042,1.5801553946727787,5.0,793.0,119.52279303707687,17.794841356172462,1.0,5.0,0.5670373996251161,0.4571410577512226,needs_improvement
0.5210928882962691,1.681747418563337,8.0,1914.0,78.982554709139,76.56776118900214,2.0,6.0,0.9705171022447973,0.700283209581936,good
0.8161061102831512,1.5797851621531753,4.0,1244.0,66.31401930807715,18.726552440205612,1.0,2.0,0.9583794212155818,0.4097413352587528,good
0.564329179567133,9.669202084691792,4.0,139.0,155.94834370977586,38.28526404964092,0.0,4.0,0.8549302150100045,0.2106764500771106,needs_improvement
0.6955255418595557,0.16202092786403208,4.0,379.0,132.17189317450854,1.1724436072855056,1.0,3.0,0.8425099991836634,0.34187853157530984,good
0.7033277158030663,0.39575713189288975,12.0,321.0,131.54332806308756,78.44618627009976,0.0,3.0,0.8804185971391688,0.340106973472435,good
0.7204205343786013,1.6004400647300043,6.0,293.0,18.454141579204315,48.423665133062194,3.0,2.0,0.9110822155049307,0.8784907545359334,good
0.618516567941663,1.1149239111524616,9.0,412.0,324.21930314824124,10.674333162742501,1.0,3.0,0.8728834321271521,0.6693502823093604,good
0.8505770661072206,1.3189138405797765,8.0,2280.0,131.3396438620283,12.127365634201869,2.0,1.0,0.6412813198227807,0.551396593267562,good
0.4987590569652909,7.996031899007809,4.0,439.0,343.96870296882514,15.22397943934507,0.0,3.0,0.9169915804120975,0.5078661676169381,needs_improvement
0.7876278197268776,4.140559071972652,10.0,282.0,348.1311299260271,42.96364263241269,1.0,2.0,0.8116172906661261,0.1482952649728657,good
0.6596127560792087,0.028936879463638376,13.0,511.0,76.29171441110518,39.738659806816756,0.0,1.0,0.5238803215899304,0.2954186734631046,needs_improvement
0.7400284924195182,2.8046574653915113,7.0,141.0,0.871155288654464,16.000878389075996,1.0,4.0,0.8602006381945878,0.19389777299924874,good
0.7652306850575336,2.6202714133359923,6.0,227.0,484.37662942307804,59.21868831524729,1.0,2.0,0.9084348214675046,0.7825092387327092,good
